UrSEC Description,,,,,,,,,,
تشریح,جذبات,صنف,اداکار,اداکار  کاآئی ڈی نمبر,نمونہ کی شکل,نمونہ کی شرح,فارمیٹ,دورانیہ سیکنڈز میں ,فائل کا نام,سیریل نمبر
اپ اپنے بیٹے کو کہیں کہ وہ بھی میری عزت رکھے,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_10,2610
میں ان بیویوں کی طرح نہیں ہے جو یہ سب کچھ برداشت کریں,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_4_11,2611
تم بھول جاتے ہو اس لیے بار بار تمہیں یاد دلاتی ہوں,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_12,2612
تم نے پتہ نہیں کیوں کشمالہ کو اپنے سر پہ چڑھا کے رکھا ہوا ہے,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_13,2613
ڈیڈ یہ اپ دونوں مجھے کیوں بلیم کر رہے ہیں,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_4_14,2614
کب سے تمہاری بکواس برداشت کر رہے ہیں,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_15,2615
ڈیڈ اپ کو پتہ ہے اصف انکل نے زید کو اپنے گھر سے نکال دیا لیکن اسے کوئی فرق نہیں پڑا,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_4_16,2616
اس نے جا کر ہمارے دشمنوں کو جوائن کر لیا,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_17,2617
پوری زندگی بنا کسی سہارے کے ارام سے گزار سکتی ہوں,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_4_18,2618
یہی عقیدت مانگی تھی اج جس کے تم وہ دعوے  کرتے تھے,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_4_19,2619
جسے تم صرف اور صرف اپنے مطاحیات کا نام دیا کرتے تھے,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_4_20,2620
تمہارے ماں باپ تمہاری ذمہ داری ہے تمہیں ان کا خیال رکھنا چاہیے جتنا تم رکھ سکتی ہو,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,5,8_1_4_21,2621
تم لوگ ان کا خیال نہیں رکھو گے ان کا تم ہی لوگ ان سے دور ہو,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_4_22,2622
اللہ کا شکر ہے ہمارے گھر والے اتنے بے وقوف نہیں ہیں,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_4_23,2623
کہ ایک بار کسی سے دھوکہ کھانے کے بعد اس پر بھروسہ کر لیں,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_4_24,2624
میں نے کہا زین کو فون دو,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_25,2625
اور اپ کے مرحوم باپ کی روح بھی اپ کا انتظار کرتی رہی,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_4_26,2626
اور وقت کی سوئیاں اپ کے منتظر رہیں,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_27,2627
نہ کیا کریں اپ ایسی باتیں میں اپ کو چھوڑ کر کہیں نہیں جانے والی,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_4_28,2628
لیکن اگر بابا کی بات نہ مانی گئی تو برا ہونے کا اندیشہ ضرور ہے,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_4_29,2629
ابھی بتاتی ہیں تم دونوں گندی بچیوں کو,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_30,2630
تمہارے بھی تو سارے کام کرتی ہوں تو مکھن نہیں لگاتی مجھے,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_4_31,2631
انے دو ذرا بابا کو تم دونوں کی شکایت لگاتی ہوں,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_32,2632
کسی پودے کو اس کی جڑ سے اکھاڑ دینا,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_33,2633
تکلیف تو ہو گی نا,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_4_34,2634
بابا اتنا پسینہ کیوں ا رہا ہے اپ کو,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_35,2635
کیسے رہ پاؤں گی میں اپ لوگوں کے بغیر,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_36,2636
اچھا چھوڑیے یہ سب کچھ,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_4_37,2637
اپ کے بھتیجے ہیں نا ابو,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_4_38,2638
غصے سے نہ دماغ گھومنے والا ہے,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_4_39,2639
میں کہیں نہیں جاؤں گی ڈیڈ,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_4_40,2640
جب تک وہ نہیں ائے گا میں کہیں نہیں جاؤں گی,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_41,2641
یہ غلط ہے,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_4_42,2642
یہاں تک کہ کوپرومائز پر بھی اگئی ہوں لیکن کیا ہوا,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_43,2643
عمیر تم ٹھیک نہیں کر رہے ہو,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_4_44,2644
کیا کیا پتہ چلنا چاہیے,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_45,2645
میں اپنا حق چھیننا جانتی ہوں,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_46,2646
وہ تو میں دیکھ رہی ہوں,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_4_47,2647
انسلٹ کی ہے اس نے میری وہ بھی سب کے سامنے,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_4_48,2648
تمہارا یہ جو ایٹیٹیوڈ ہے نا میرے ساتھ نہیں چلے گا,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_4_49,2649
بیوی ہی ہوں,ناگواری,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_4_50,2650
تمہاری پسند تھی نا,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_01,2651
کچھ نیا ڈیزائن کیا ہے,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_02,2652
کچھ اچھا لگ رہا ہے کیا,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_03,2653
تمہیں جو پسند ائے لے لینا,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_04,2654
اس دن اتنی تعریفیں کر رہی تھی میری,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_05,2655
مجھے خود کو اچھا لگنا  ہے کسی اور کو نہیں,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_5_06,2656
تب بھی وہ مجھ سے اتنی محبت کرے گا,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_07,2657
ایسا کیا لائے ہو,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_08,2658
تمہاری یہ جھکی ہوئی نظر,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_09,2659
جو میری ہر ہاں میں ہاں ملائے گا,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_10,2660
یہ سب کچھ اپ کی ہی تو وجہ سے ہے,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_11,2661
مجھے ہمیشہ لگتا تھا اپ بس ائیں گے مجھے جھوٹی موٹی تسلیاں دیں گے اور چلے جائیں گے,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_5_12,2662
میں اپ کو بتا نہیں سکتی,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_13,2663
ہاں جناب کیسا گزرا اج کا دن اپ کا,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_5_14,2664
درد دل درد جگر وغیرہ وغیرہ,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_5_15,2665
تو میں بھی اکیلے میں اپ سے بہت ضروری بات کرنا چاہتی ہوں,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_5_16,2666
اگر اپ برا نہ منائیں تو اپ چائے بنا کر لائیں گے ہمارے لیے,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_17,2667
تاکہ اپ سب لوگ کی مسکراہٹ ایک ساتھ دیکھ سکیں,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_5_18,2668
کبھی کبھی پہیلیاں بجھوانے میں مزہ اتا ہے,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_19,2669
میں اتنی بھی بورنگ نہیں ہوں جتنا اپ سمجھتے ہیں ابھی تو نہیں بتاؤں گی,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,5,8_1_5_20,2670
چلیں نیچے چلتے ہیں کھانا ساتھ کھاتے ہیں,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_5_21,2671
یہ شام میری سہیلی,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_22,2672
کوثر قضا کی سیڑھی اتر کر مجھ سے ملنے اتی ہے,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_5_23,2673
شام کہاں سے اسمانی میرا انچل دھانی,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_5_24,2674
ہم دونوں نے مل کر نہ جانے کیا کرنے کی ٹھانی ہے,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_25,2675
چند لمحوں میں ڈھیر سی باتیں کچھ جانی انجانی,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_5_26,2676
سورج ایک ایک کر کے اپنے دروازے بند کرتا رہے,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_5_27,2677
تو شام سحری گھبرا کر اپنے گھر جانے کو بھاگی,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_5_28,2678
پھر انے کا  وعدہ کیا تو میں بھی تب ہی مانی,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_5_29,2679
بہت چاہتے تھے نا انہیں,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_30,2680
اپ بہانے بہانے سے امی کو یاد کرنا نہیں بھولتے,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_31,2681
جلدی گھر ائیے گا اپ,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_32,2682
چلو بچیوں اٹھ جاؤ,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_33,2683
بابا نے کہا ہے اج میں تم دونوں کو گھرداری سکھاؤں گی,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_5_34,2684
مجھے اس بلا کے علاوہ اور بھی کئی ساری بلاؤں کے نام اتے ہیں,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_5_35,2685
محبت کرنا,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_36,2686
میں کم کرتی ہوں بابا زیادہ کرتے ہیں,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_37,2687
بابا تو اتنی محبت کرتے ہیں,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_38,2688
میں جانتی ہوں بابا مجھ سے کئی زیادہ اچھے ہیں,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_39,2689
یہ تو اچھی بات ہے نا میں بابا کی اچھی بیٹی ہوں,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_40,2690
ساری زندگی ان کی احسان مند رہوں گی,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_41,2691
سارے اچھے انسان ایسا ہی کچھ کرتے ہیں,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_42,2692
ساون بن کر ایا ہے,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_43,2693
ایک مسیحہ ساجن بن کہ آیا ہے,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_5_44,2694
ساری دنیا چمک اٹھی ہے,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_45,2695
اچھا میں لاتی ہوں,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_5_46,2696
کیونکہ شبنم زیادہ دیر پھول پر ٹھہر نہیں سکتی,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_47,2697
بس وہ چند لمحے ہی تو زندگی ہوتے ہیں,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_48,2698
میرے پاس تو اپ کو دینے کے لیے کچھ بھی نہیں ہے,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_49,2699
میری تو پوری دنیا ہی تم ہو,خوشی,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_5_50,2700
مذاق کر رہی ہوں میں,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_6_01,2701
کبھی کبھی اپنے خوابوں کو بھی جی لیا کرو,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_02,2702
اچھا ہے نہ تم نہیں لیتی ہو,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_6_03,2703
کچھ کہنا ہے کیا,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_6_04,2704
تم جانتی ہو نا تمہارے بھلے کے لیے کہتی ہوں,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_05,2705
چلو کوئی تو ہے  جو کچھ کچھ میری طرح سوچتا ہے,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_6_06,2706
تم جانتے ہو نا اگر تم اج نہ اتے تو میں تمہیں جان سے مار دیتی,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_6_07,2707
بوہے پا میری انگیجمنٹ پورے ڈیڑھ سال رہی,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_08,2708
ڈیڈ اور میں چاہتے تھے کہ شادی فورا ہو جائے,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_09,2709
لیکن میں نے ہمارے ریلیشن شپ کو ٹائم دیا,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_10,2710
اس کے ساتھ وقت گزارا,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_11,2711
وہ میری ہر  اچھائی  برائی کو بہت  اچھے سے سمجھ گیا,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_6_12,2712
اس کے بعد اس نے مجھ سے نکاح کیا,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_13,2713
اس سے بھی تو منع کر سکتا تھا نا,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_6_14,2714
اپنی حیثیت اور  اوقات کے مطابق شادی کیا کرو,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_6_15,2715
مجھے لگتا تھا کہ  اس لڑائی  بالکل اکیلی ہوں,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_16,2716
چھوڑ ہی تو نہیں سکتی ڈیڈ,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_17,2717
اپ تو جانتے ہیں نا میری ضد اور انا کو,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_18,2718
ٹھیک کہہ رہے ہو تم  اس بار میں اپنے کسی لیول کے لڑکے سے شادی کروں گی,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_6_19,2719
کہ میرے ساتھ  دو دن کوئی چگزارا نہیں کر سکتا,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_20,2720
میں شادی کروں گی بھی اور نبھا کے بھی دکھاؤں گی,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_6_21,2721
میں اسی سے شادی کروں گی جو مجھے جانتا ہو  میرے مزاج کو جانتا ہو,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_6_22,2722
میری فعل میرج کے پیچھے میں اکیلے خود ذمہ دار ہوں,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_6_23,2723
کہ ڈیڈ جو میاں بیوی کا رشتہ ہوتا ہے نہ اسے چار دیواری کے اندر میاں بیوی جانتے ہیں,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_6_24,2724
یہاں تک کہ بہت کچھ ایسا تھا جسے میں نے اگنور بھی کیا,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_6_25,2725
لیکن بس صرف اتنی سی ہے کہ ساری باتوں کی میں اکیلے خود گواہ ہوں,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_6_26,2726
مجھے لگا تھا کہ تم شاید اج بھی نہیں ہو گے,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_6_27,2727
پر اج بھی میرا سب کے سامنے تماشا بنے گا,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_28,2728
ڈیڈ میں زید کے ساتھ رہنا چاہتی ہوں,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_29,2729
اس کے پاس جانا چاہتی ہوں میں معافی مانگنے کو بھی تیار ہوں اس سے,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_6_30,2730
میں اپنے گھر واپس ائی ہوں,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_31,2731
کشمالہ اؤ نا,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,4,8_1_6_32,2732
تو میں اس گھر سے کوئی نہیں نکالے گا,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_6_33,2733
پر اپ کے بارے میں بھی کہہ سکتی ہوں,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_6_34,2734
کیونکہ اپ نے اپنی بیٹی کی شاید تربیت ہی نہیں کی ہے,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_35,2735
ویسے کیا روٹین ہے اپ کے بیٹے کی اج کل,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,3,8_1_6_36,2736
اصف انکل یہ ایسے نہیں مانیں گے,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_37,2737
شکر ہے تم اگئے ہو,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,1,8_1_6_38,2738
اور کشمالہ کو واپس گھر بھیج سکو,غیر جانبدار,عورت,عائزہ خان,8,32-Bit Float,41100 Hz,WAV,2,8_1_6_39,2739
